last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Olivares, Edward,658668,KC,CUKC,Curveball,-0.1,0,45,11.2,12,0.167,0.25,0.179,28.6,16.7,11.1,0.263,0.321,0.258,20
Sogard, Eric,519299,MIL,SL,Slider,-2.5,-1,58,11.6,12,0,0,0.058,21.1,33.3,18.2,0.104,0.12,0.148,14.3
Carlson, Dylan,666185,STL,SIFT,Sinker,-7.3,-3,45,9.1,12,0.1,0.1,0.192,11.8,8.3,20,0.346,0.492,0.415,33.3
Garcia, Greg,594824,SD,CH,Changeup,2.3,1,49,17,12,0.333,0.5,0.358,21.7,25,16.7,0.223,0.247,0.208,0
Tellez, Rowdy,642133,TOR,FC,Cutter,5.8,2,38,8.6,12,0.364,0.909,0.617,36.4,25,37.5,0.366,0.717,0.474,62.5
Díaz, Yandy,650490,TB,CUKC,Curveball,-0.9,0,36,6.3,12,0.2,0.2,0.267,0,8.3,7.7,0.204,0.257,0.286,33.3
Rizzo, Anthony,519203,CHC,FC,Cutter,-3.6,-2,60,6.1,12,0.1,0.1,0.192,19.2,33.3,19,0.209,0.279,0.29,50
Molina, Yadier,425877,STL,CUKC,Curveball,3.4,2,67,12,12,0.273,0.545,0.375,16.7,16.7,9.5,0.308,0.612,0.412,22.2
Stallings, Jacob,607732,PIT,CUKC,Curveball,3.5,3,73,11.8,12,0.364,0.636,0.423,16.7,8.3,5,0.248,0.357,0.265,18.2
Cervelli, Francisco,465041,MIA,SL,Slider,-0.1,0,53,24.1,12,0.3,0.3,0.417,55,25,21.4,0.246,0.29,0.311,42.9
Berti, Jon,542932,MIA,CH,Changeup,0.1,0,36,6.2,12,0.25,0.333,0.254,35.3,33.3,26.7,0.223,0.29,0.228,37.5
Almora Jr., Albert,546991,CHC,FF,4-Seamer,1.5,0,29,22,12,0.2,0.3,0.296,25,25,25,0.142,0.163,0.225,42.9
Suzuki, Kurt,435559,WSH,CUKC,Curveball,0.3,0,63,13,12,0.167,0.25,0.179,12,25,11.1,0.247,0.291,0.236,11.1
Aquino, Aristides,606157,CIN,SL,Slider,1.1,1,53,24.2,12,0.111,0.222,0.279,74.1,58.3,33.3,0.116,0.145,0.26,0
Barrero, Jose,676480,CIN,SL,Slider,-2.8,-1,43,15.5,12,0.25,0.25,0.225,53.6,66.7,47.1,0.198,0.211,0.181,25
Brosseau, Mike,670712,TB,CH,Changeup,-1.8,-1,47,12.5,12,0.333,0.417,0.329,40,25,23.1,0.205,0.261,0.202,33.3
VanMeter, Josh,642165,ARI,SL,Slider,1.2,1,44,13.3,12,0.182,0.273,0.238,45,41.7,33.3,0.174,0.239,0.222,16.7
Quinn, Roman,596451,PHI,CH,Changeup,-2.9,-2,56,12.3,12,0.2,0.5,0.358,47.2,50,21.4,0.123,0.278,0.255,25
Sánchez, Gary,596142,NYY,CH,Changeup,-2.7,-2,60,7.8,12,0.083,0.333,0.167,27.6,33.3,21.1,0.179,0.38,0.234,50
León, Sandy,506702,CLE,SIFT,Sinker,-3.6,-2,46,13.1,12,0,0,0.175,16.7,0,0,0.154,0.343,0.331,22.2
Barnes, Austin,605131,LAD,CH,Changeup,-1,0,31,7.9,12,0.4,0.5,0.423,33.3,25,30,0.212,0.235,0.243,25
Beaty, Matt,607461,LAD,SL,Slider,-8.9,-3,32,17.4,12,0.083,0.083,0.075,50,58.3,58.3,0.053,0.06,0.052,20
Ford, Mike,645801,NYY,SIFT,Sinker,-0.8,0,39,11,12,0.25,0.5,0.392,12.5,16.7,66.7,0.301,0.638,0.39,30
Bemboom, Anthony,621532,LAA,SL,Slider,1.1,0,44,19.7,12,0.222,0.556,0.417,26.3,16.7,11.8,0.22,0.31,0.345,42.9
Hampson, Garrett,641658,COL,CUKC,Curveball,-3.4,-2,63,8.2,12,0.083,0.083,0.075,33.3,58.3,29.2,0.149,0.176,0.143,0
Gordon, Alex,460086,KC,CUKC,Curveball,-1.5,-1,85,12,12,0.091,0.091,0.133,21.2,8.3,4.8,0.188,0.236,0.228,10
Blackmon, Charlie,453568,COL,FC,Cutter,2.9,2,55,6.1,12,0.455,0.455,0.508,13.3,8.3,7.7,0.339,0.422,0.365,30
Camargo, Johan,622666,ATL,CUKC,Curveball,2.5,1,48,9,12,0.333,0.5,0.358,25,33.3,26.7,0.306,0.489,0.336,50
Fuentes, Joshua,658069,COL,CUKC,Curveball,-6.1,-3,44,11.6,12,0.167,0.167,0.15,30,41.7,33.3,0.264,0.348,0.27,42.9
McMahon, Ryan,641857,COL,FC,Cutter,-3.9,-2,56,6.7,12,0.1,0.2,0.163,28.6,16.7,12.5,0.112,0.127,0.171,11.1
Tauchman, Mike,643565,NYY,FC,Cutter,-1.1,0,42,9,12,0.25,0.417,0.283,13,8.3,9.1,0.299,0.378,0.3,36.4
Garneau, Dustin,572863,HOU,SIFT,Sinker,-7.7,-3,37,21,12,0.091,0.091,0.133,25,25,50,0.179,0.257,0.228,25
Urshela, Gio,570482,NYY,FC,Cutter,-1.4,-1,49,7.7,12,0.222,0.333,0.371,17.4,0,0,0.343,0.427,0.368,40
Stewart, DJ,621466,BAL,SIFT,Sinker,0,0,54,10.9,12,0.143,0.143,0.418,20.8,8.3,7.7,0.187,0.194,0.364,42.9
Engel, Adam,641553,CWS,SIFT,Sinker,-6.1,-2,37,10.7,12,0.167,0.167,0.15,5.3,8.3,33.3,0.256,0.283,0.238,9.1
Moncada, Yoán,660162,CWS,FC,Cutter,-0.8,0,52,5.3,12,0.182,0.182,0.283,25.9,8.3,8.3,0.174,0.191,0.208,20
Mendick, Danny,664901,CWS,CUKC,Curveball,0.2,0,52,11.1,12,0.333,0.417,0.329,15,8.3,5.9,0.279,0.38,0.281,45.5
Bichette, Bo,666182,TOR,FC,Cutter,-2.7,-1,31,6.6,12,0.167,0.167,0.15,9.1,8.3,8.3,0.306,0.513,0.347,27.3
Riddle, JT,595375,PIT,CH,Changeup,-4.4,-1,31,12.7,12,0.091,0.091,0.208,22.2,16.7,33.3,0.125,0.134,0.17,0
Romine, Austin,519222,DET,CH,Changeup,4.3,1,34,6.5,12,0.364,0.727,0.479,26.1,16.7,18.2,0.37,0.512,0.406,44.4
Bichette, Bo,666182,TOR,CH,Changeup,6.6,3,40,8.5,12,0.417,0.833,0.525,30.4,25,23.1,0.315,0.644,0.399,33.3
Sisco, Chance,642082,BAL,SL,Slider,3.8,2,59,11,12,0.222,0.889,0.508,65,50,27.3,0.189,0.672,0.432,100
Hoskins, Rhys,656555,PHI,CH,Changeup,6.3,3,52,6.8,12,0.444,1.222,0.688,25.9,8.3,5.9,0.53,1.234,0.72,75
Ford, Mike,645801,NYY,CUKC,Curveball,-4.9,-2,46,12.9,12,0,0,0,38.5,33.3,28.6,0.139,0.213,0.146,25
Severino, Pedro,600474,BAL,CUKC,Curveball,-1.7,-2,88,11.9,12,0.1,0.1,0.192,50,66.7,19.5,0.106,0.118,0.198,50
Severino, Pedro,600474,BAL,FC,Cutter,0.6,0,63,8.5,12,0.25,0.417,0.358,19.2,8.3,6.3,0.257,0.369,0.272,18.2
Nimmo, Brandon,607043,NYM,FC,Cutter,3.9,2,52,5.3,12,0.545,1.091,0.688,16.7,8.3,5.6,0.455,0.873,0.562,80
Tucker, Cole,657061,PIT,FC,Cutter,0.9,0,34,7.9,12,0.5,0.6,0.505,19,0,0,0.405,0.594,0.452,36.4
Marisnick, Jake,545350,NYM,FF,4-Seamer,4.6,2,53,41.4,12,0.364,0.727,0.479,17.4,25,15.8,0.266,0.358,0.304,50
Iglesias, José,578428,BAL,CH,Changeup,-2,-1,45,7.9,12,0.364,0.364,0.358,17.9,0,0,0.404,0.477,0.415,9.1
Heredia, Guillermo,628338,NYM,FF,4-Seamer,-3.1,-1,44,34.9,12,0.2,0.5,0.358,11.5,25,27.3,0.204,0.522,0.366,28.6
Chirinos, Robinson,455139,NYM,CUKC,Curveball,-6.5,-3,45,14.4,12,0.083,0.083,0.075,44,41.7,25,0.078,0.101,0.078,0
Frazier, Todd,453943,NYM,FC,Cutter,-1.6,-1,56,7.8,12,0.182,0.182,0.208,36.8,25,25,0.159,0.249,0.219,25
DeJong, Paul,657557,STL,CUKC,Curveball,2.1,1,65,9.5,12,0.273,0.545,0.375,32,25,21.4,0.339,0.453,0.373,37.5
Chirinos, Robinson,455139,NYM,SL,Slider,-3.4,-2,54,17.3,12,0.083,0.167,0.104,46.2,33.3,22.2,0.165,0.296,0.197,37.5
Knapp, Andrew,595284,PHI,SL,Slider,0.4,0,44,12.8,12,0.3,0.4,0.371,42.3,33.3,28.6,0.216,0.265,0.289,50
Conforto, Michael,624424,NYM,FC,Cutter,1.5,1,53,5.7,12,0.3,0.3,0.417,4,0,0,0.244,0.318,0.319,30
Smith, Dominic,642086,NYM,FC,Cutter,-5.3,-3,56,7.4,12,0,0,0.058,45.5,50,24,0.105,0.123,0.15,40
Guzmán, Ronald,608597,TEX,SL,Slider,-5.2,-2,44,13.4,12,0.167,0.167,0.15,48.3,58.3,38.9,0.077,0.087,0.075,20
Peraza, José,606299,BOS,CUKC,Curveball,0.4,0,54,13.1,12,0.333,0.333,0.3,33.3,16.7,13.3,0.268,0.312,0.251,20
Chavis, Michael,656308,BOS,CUKC,Curveball,-2.8,-1,45,7.2,12,0.167,0.333,0.267,52.4,58.3,31.8,0.189,0.379,0.293,40
Haseley, Adam,656514,PHI,SL,Slider,6.9,3,45,12.2,12,0.333,0.444,0.405,22.2,25,21.4,0.268,0.33,0.343,28.6
González, Erik,570481,PIT,FC,Cutter,-2,-1,26,3.9,12,0.182,0.273,0.277,9.5,0,0,0.277,0.64,0.378,33.3
Avila, Alex,488671,MIN,SL,Slider,-3.5,-1,42,15.7,12,0.091,0.091,0.133,69.2,66.7,44.4,0.027,0.036,0.084,0
Garver, Mitch,641598,MIN,CH,Changeup,-1.7,-1,54,14,12,0.091,0.091,0.133,47.6,50,24,0.086,0.102,0.134,40
Bradley Jr., Jackie,598265,BOS,FS,Splitter,-5.7,-2,36,4.3,12,0.083,0.083,0.15,43.5,50,46.2,0.098,0.107,0.095,16.7
Arraez, Luis,650333,MIN,CH,Changeup,2.5,1,44,8.6,12,0.333,0.583,0.388,8.7,0,0,0.361,0.567,0.394,16.7
Verdugo, Alex,657077,BOS,FC,Cutter,-6.3,-3,42,4.6,12,0.091,0.091,0.133,23.8,33.3,30.8,0.148,0.245,0.213,28.6
Donaldson, Josh,518626,MIN,CH,Changeup,-6,-3,50,11.1,12,0,0,0.058,29.6,8.3,5.3,0.116,0.128,0.157,30
Pham, Tommy,502054,SD,CUKC,Curveball,-3.3,-2,46,9.2,12,0.091,0.091,0.133,35.3,16.7,14.3,0.227,0.43,0.312,44.4
Moreland, Mitch,519048,SD,CUKC,Curveball,4,3,66,11.5,12,0.417,0.833,0.525,50,25,23.1,0.206,0.394,0.254,44.4
Muñoz, Yairo,622168,BOS,SL,Slider,-3.6,-1,39,25.7,12,0.25,0.333,0.254,45.2,33.3,23.5,0.207,0.375,0.242,50
Newman, Kevin,621028,PIT,FC,Cutter,-2.6,-1,42,6.3,12,0.167,0.417,0.242,13.3,16.7,15.4,0.213,0.34,0.234,20
Long Jr., Shed,643418,SEA,CUKC,Curveball,-3.3,-2,60,12,12,0.083,0.083,0.075,50,50,33.3,0.069,0.071,0.069,16.7
Davis, Khris,501981,OAK,CH,Changeup,1.8,1,37,9.3,12,0.333,0.333,0.342,36.8,25,20,0.347,0.424,0.372,42.9
Polanco, Gregory,570256,PIT,FC,Cutter,5.3,2,42,5.6,12,0.333,0.778,0.521,33.3,25,30,0.364,0.737,0.516,50
Nola, Austin,543592,SD,FC,Cutter,3,1,41,5.6,12,0.25,0.375,0.413,29.4,16.7,16.7,0.26,0.537,0.458,33.3
Jansen, Danny,643376,TOR,FC,Cutter,-1.7,-1,36,6.3,12,0.2,0.5,0.358,26.3,16.7,22.2,0.319,0.62,0.44,62.5
Chavis, Michael,656308,BOS,FC,Cutter,-0.3,0,41,6.6,12,0.333,0.417,0.329,54.5,33.3,50,0.243,0.287,0.233,12.5
Vázquez, Christian,543877,BOS,FC,Cutter,1.3,1,42,5.4,12,0.333,0.417,0.329,20,25,33.3,0.236,0.294,0.229,11.1
Carpenter, Matt,572761,STL,CUKC,Curveball,1.4,1,100,13.6,12,0.111,0.222,0.279,41.7,25,13,0.103,0.297,0.295,33.3
Bruce, Jay,457803,PHI,SL,Slider,4.3,2,43,10.4,12,0.333,0.667,0.492,19,16.7,13.3,0.343,0.699,0.501,14.3
Sogard, Eric,519299,MIL,CUKC,Curveball,-4.8,-3,64,12.8,12,0.083,0.083,0.075,15.8,41.7,33.3,0.225,0.292,0.22,14.3
Grossman, Robbie,543257,OAK,FC,Cutter,-5.5,-2,36,4.8,12,0.091,0.182,0.163,21.1,41.7,35.7,0.119,0.163,0.168,0
Espinal, Santiago,669289,TOR,SIFT,Sinker,3.9,2,39,14.7,12,0.5,0.583,0.479,22.7,16.7,20,0.377,0.46,0.362,60
Biggio, Cavan,624415,TOR,FS,Splitter,7.2,3,47,4.2,12,0.5,0.6,0.521,38.9,8.3,5.9,0.274,0.329,0.341,11.1
Peterson, Jace,607054,MIL,CUKC,Curveball,-3.8,-2,52,18.1,12,0.091,0.091,0.075,47.8,58.3,30.4,0.078,0.101,0.106,40
Taveras, Leody,665750,TEX,FC,Cutter,0.6,0,42,8,12,0.25,0.583,0.346,33.3,41.7,26.3,0.258,0.49,0.311,71.4
Hiura, Keston,669374,MIL,FC,Cutter,2.1,2,76,7.7,12,0.333,0.75,0.45,44.4,25,16.7,0.219,0.638,0.349,44.4
Walker, Neil,435522,PHI,FF,4-Seamer,-3.3,-2,52,30.2,12,0.182,0.273,0.179,31.8,41.7,31.3,0.208,0.244,0.188,14.3
Joyce, Matt,459964,MIA,FS,Splitter,-5,-1,30,5,11,0,0,0.273,61.5,36.4,50,0.156,0.168,0.296,50
Molina, Yadier,425877,STL,FC,Cutter,-0.7,0,30,5.4,11,0.273,0.273,0.245,33.3,18.2,16.7,0.248,0.29,0.234,11.1
Stallings, Jacob,607732,PIT,CH,Changeup,3.8,2,41,6.6,11,0.2,0.2,0.227,43.8,45.5,26.3,0.259,0.304,0.29,20
Haseley, Adam,656514,PHI,FC,Cutter,-3.4,-1,25,6.8,11,0.111,0.111,0.16,13.3,18.2,33.3,0.237,0.259,0.271,37.5
Knapp, Andrew,595284,PHI,CH,Changeup,7.5,3,35,10.1,11,0.4,0.8,0.455,27.8,9.1,12.5,0.346,0.582,0.398,50
Pinder, Chad,640461,OAK,SL,Slider,-1.3,-1,44,19.6,11,0.111,0.111,0.209,16.7,18.2,15.4,0.236,0.283,0.315,42.9
Allen, Austin,664119,OAK,FF,4-Seamer,1.1,1,49,38.3,11,0.3,0.7,0.441,13,9.1,8.3,0.197,0.304,0.257,22.2
Lamb, Jake,571875,OAK,SIFT,Sinker,-0.7,0,73,16.9,11,0.143,0.143,0.336,30.4,27.3,15.8,0.312,0.576,0.488,75
Davis, Khris,501981,OAK,SIFT,Sinker,-3.4,-2,62,15.6,11,0.182,0.182,0.164,12.1,18.2,11.1,0.364,0.729,0.462,44.4
Davis, Khris,501981,OAK,CUKC,Curveball,-5.7,-2,37,9.3,11,0.091,0.364,0.182,13,9.1,9.1,0.153,0.226,0.163,20
Hicks, Aaron,543305,NYY,FC,Cutter,0.5,0,62,6.8,11,0.364,0.455,0.359,17.6,9.1,6.3,0.342,0.428,0.336,40
O'Neill, Tyler,641933,STL,CH,Changeup,4.1,2,45,7.2,11,0.2,0.5,0.327,25,9.1,5.9,0.215,0.312,0.278,11.1
Stanton, Giancarlo,519317,NYY,FC,Cutter,-2,-1,41,9.9,11,0.2,0.2,0.227,33.3,27.3,25,0.264,0.326,0.299,42.9
Kratz, Erik,456124,NYY,FF,4-Seamer,11.5,4,32,27.1,11,0.636,0.818,0.636,17.6,9.1,11.1,0.414,0.551,0.412,60
Bader, Harrison,664056,STL,FC,Cutter,2.1,1,30,5.7,11,0.444,0.556,0.486,21.1,0,0,0.31,0.433,0.39,33.3
Tejeda, Anderson,660731,TEX,CUKC,Curveball,-4.8,-3,53,19.3,11,0,0,0,46.2,81.8,45,0.028,0.03,0.028,0
Garver, Mitch,641598,MIN,SIFT,Sinker,-2,-1,60,15.6,11,0.125,0.125,0.273,15,36.4,30.8,0.133,0.182,0.29,50
Cave, Jake,595909,MIN,CUKC,Curveball,-1.4,-1,63,12.5,11,0.111,0.111,0.209,55.6,45.5,25,0.124,0.149,0.226,0
Santana, Danny,542454,TEX,SIFT,Sinker,-3.3,-1,39,15,11,0.111,0.111,0.209,21.4,36.4,33.3,0.23,0.506,0.379,60
Piña, Manny,444489,MIL,FF,4-Seamer,4.2,2,55,30.6,11,0.222,0.889,0.491,36.4,27.3,12.5,0.246,0.586,0.408,50
Nottingham, Jacob,641924,MIL,SL,Slider,18.3,6,34,15,11,0.455,1.091,0.641,36.8,36.4,33.3,0.339,0.751,0.451,42.9
White, Eli,642201,TEX,SL,Slider,-3.7,-1,29,13.6,11,0.273,0.364,0.277,28.6,36.4,40,0.226,0.291,0.224,14.3
Calhoun, Willie,641432,TEX,CH,Changeup,-3.1,-2,49,11.7,11,0.091,0.091,0.082,26.3,18.2,18.2,0.155,0.175,0.145,44.4
Gyorko, Jedd,576397,MIL,CUKC,Curveball,-1.8,-1,63,11.1,11,0.2,0.3,0.259,29.2,27.3,11.5,0.194,0.273,0.248,14.3
Choo, Shin-Soo,425783,TEX,CH,Changeup,-1.8,-1,60,11.5,11,0.182,0.182,0.164,40,27.3,18.8,0.173,0.204,0.169,12.5
Piña, Manny,444489,MIL,SIFT,Sinker,2.6,1,40,22.2,11,0.333,0.333,0.373,23.5,9.1,12.5,0.264,0.318,0.336,25
Piña, Manny,444489,MIL,SL,Slider,-4,-1,37,20.6,11,0.1,0.2,0.177,26.7,36.4,28.6,0.169,0.297,0.241,33.3
Gamel, Ben,592325,MIL,FC,Cutter,3.6,2,48,9.4,11,0.333,0.778,0.5,45.5,36.4,36.4,0.338,0.522,0.424,60
Brinson, Lewis,621446,MIA,FC,Cutter,-3.4,-1,38,8.9,11,0.182,0.273,0.195,21.7,18.2,20,0.321,0.55,0.372,66.7
Rojas, Miguel,500743,MIA,CH,Changeup,5.3,2,42,7.9,11,0.6,0.7,0.586,11.8,9.1,7.1,0.433,0.528,0.442,33.3
Marte, Starling,516782,MIA,FC,Cutter,9,5,53,5.6,11,0.7,1.2,0.8,20,0,0,0.55,0.91,0.628,40
Calhoun, Willie,641432,TEX,SIFT,Sinker,-3.1,-1,34,8.1,11,0.1,0.1,0.145,7.7,0,0,0.202,0.299,0.261,30
Brinson, Lewis,621446,MIA,CH,Changeup,4.4,2,44,10.3,11,0.273,0.545,0.345,23.8,18.2,13.3,0.196,0.479,0.282,11.1
Alfaro, Jorge,595751,MIA,FC,Cutter,-8.9,-4,41,12,11,0,0,0,50,54.5,54.5,0.129,0.219,0.147,40
Bellinger, Cody,641355,LAD,FC,Cutter,-0.9,0,51,5.3,11,0.3,0.4,0.341,19.2,9.1,7.7,0.327,0.422,0.36,33.3
Turner, Justin,457759,LAD,FC,Cutter,2.6,1,43,6.3,11,0.4,0.6,0.455,29.4,9.1,12.5,0.352,0.642,0.442,44.4
Muncy, Max,571970,LAD,FC,Cutter,0.1,0,55,5,11,0.125,0.125,0.209,26.1,9.1,6.7,0.221,0.368,0.336,12.5
Bemboom, Anthony,621532,LAA,CH,Changeup,2,0,21,9.4,11,0.25,0.625,0.43,20,9.1,16.7,0.266,0.487,0.395,37.5
Simmons, Andrelton,592743,LAA,FC,Cutter,4.2,2,37,8.3,11,0.5,0.7,0.536,5.6,0,0,0.353,0.43,0.374,30
Mayfield, Jack,608686,HOU,SIFT,Sinker,3.8,1,36,19.3,11,0.333,0.333,0.373,30.8,27.3,50,0.258,0.351,0.342,83.3
Straw, Myles,664702,HOU,SL,Slider,-0.1,0,68,19.3,11,0.2,0.2,0.227,15.8,45.5,16.7,0.22,0.254,0.253,0
Starling, Bubba,605490,KC,SIFT,Sinker,-1.7,-1,41,15.8,11,0.222,0.222,0.227,27.3,18.2,22.2,0.355,0.392,0.347,37.5
Goodrum, Niko,592348,DET,FC,Cutter,6.1,3,46,5.9,11,0.5,1,0.636,41.7,36.4,33.3,0.216,0.449,0.314,50
Cron, C.J.,543068,DET,SIFT,Sinker,5.7,2,41,19.1,11,0.3,1.2,0.609,11.1,18.2,14.3,0.351,1.01,0.567,37.5
Bonifacio, Jorge,593528,DET,SIFT,Sinker,-4.3,-3,60,16.2,11,0.091,0.091,0.082,33.3,27.3,18.8,0.194,0.234,0.188,25
Stewart, Christin,621514,DET,SIFT,Sinker,3.6,2,45,11.6,11,0.5,0.625,0.55,18.2,9.1,7.7,0.484,0.666,0.554,28.6
Cron, C.J.,543068,DET,SL,Slider,0.2,0,45,20.9,11,0.125,0.25,0.305,15,18.2,12.5,0.139,0.239,0.31,33.3
Alcántara, Sergio,642727,DET,FF,4-Seamer,-3.3,-1,29,39.2,11,0.182,0.636,0.327,6.7,9.1,14.3,0.153,0.25,0.169,30
Shaw, Travis,543768,TOR,FS,Splitter,0.6,0,35,4.9,11,0.364,0.364,0.327,23.5,18.2,22.2,0.378,0.439,0.356,44.4
McGuire, Reese,624512,TOR,FF,4-Seamer,-1.6,-1,50,31.8,11,0.111,0.111,0.1,26.9,36.4,44.4,0.138,0.18,0.139,14.3
Anderson, Tim,641313,CWS,FC,Cutter,-7.3,-3,46,5.9,11,0.091,0.091,0.082,36,36.4,33.3,0.295,0.547,0.358,57.1
Hilliard, Sam,656541,COL,CUKC,Curveball,-1.2,0,40,8.1,11,0.091,0.364,0.182,46.7,45.5,33.3,0.166,0.384,0.232,50
Pillar, Kevin,607680,COL,FC,Cutter,-0.7,0,41,4.9,11,0.273,0.545,0.345,16,9.1,9.1,0.227,0.423,0.277,30
León, Sandy,506702,CLE,SL,Slider,-2.2,-1,60,17.1,11,0.3,0.3,0.309,25,18.2,7.7,0.244,0.291,0.276,25
Reyes, Franmil,614177,CLE,FC,Cutter,-2.7,-1,51,5.2,11,0.182,0.182,0.164,33.3,36.4,30.8,0.163,0.239,0.173,28.6
Santana, Domingo,570267,CLE,CH,Changeup,-4.9,-2,48,14.5,11,0,0,0.064,34.5,45.5,27.8,0.081,0.09,0.134,0
Aquino, Aristides,606157,CIN,SIFT,Sinker,-3.9,-2,45,20.5,11,0.111,0.111,0.209,22.7,9.1,7.7,0.163,0.176,0.252,12.5
O'Hearn, Ryan,656811,KC,SL,Slider,-1.5,-1,66,11.8,11,0,0,0.064,34.8,63.6,29.2,0.069,0.115,0.133,33.3
Maybin, Cameron,457727,CHC,CH,Changeup,8.1,2,23,5.8,11,0.2,0.5,0.323,42.9,45.5,50,0.155,0.297,0.236,60
Kipnis, Jason,543401,CHC,CH,Changeup,-3.2,-2,61,10.3,11,0.1,0.1,0.145,8.7,18.2,15.4,0.06,0.076,0.119,12.5
Báez, Javier,595879,CHC,FC,Cutter,-3,-2,69,7.6,11,0.2,0.2,0.227,41.2,36.4,36.4,0.166,0.185,0.202,50
Contreras, Willson,575929,CHC,FC,Cutter,3.1,1,29,3.3,11,0.5,0.7,0.536,11.8,0,0,0.312,0.35,0.327,30
Hoerner, Nico,663538,CHC,CH,Changeup,-5.4,-2,45,8.6,11,0,0,0,31.8,27.3,17.6,0.168,0.252,0.178,50
Bote, David,623520,CHC,CUKC,Curveball,-4.2,-2,57,9.5,11,0,0,0,44.4,72.7,33.3,0.065,0.071,0.063,66.7
Muñoz, Yairo,622168,BOS,CUKC,Curveball,2.3,1,26,17.1,11,0.364,0.545,0.391,36.8,36.4,40,0.258,0.324,0.249,28.6
Lin, Tzu-Wei,624407,BOS,SL,Slider,-5.7,-2,34,15.4,11,0.091,0.091,0.082,42.9,45.5,41.7,0.21,0.25,0.204,0
Araúz, Jonathan,660620,BOS,SIFT,Sinker,2.7,1,40,11.9,11,0.375,0.375,0.436,18.2,18.2,28.6,0.475,0.545,0.514,33.3
Davis, Chris,448801,BAL,SIFT,Sinker,-3.5,-1,37,16.9,11,0.2,0.3,0.259,9.1,0,0,0.135,0.157,0.185,10
Velazquez, Andrew,623205,BAL,SL,Slider,0.7,0,33,10.3,11,0.1,0.3,0.209,18.2,36.4,30.8,0.151,0.335,0.248,16.7
Mullins, Cedric,656775,BAL,SL,Slider,2,1,50,8.3,11,0.273,0.273,0.245,34.8,36.4,19,0.236,0.263,0.221,28.6
Velazquez, Andrew,623205,BAL,CH,Changeup,8,3,35,10.9,11,0.375,0.375,0.41,23.5,9.1,11.1,0.33,0.366,0.385,12.5
Hays, Austin,669720,BAL,CUKC,Curveball,0.8,1,71,13.2,11,0.222,0.556,0.327,30.4,27.3,10.7,0.229,0.48,0.31,42.9
Sisco, Chance,642082,BAL,FS,Splitter,-8.1,-3,42,7.8,11,0,0,0.064,54.2,54.5,31.6,0.11,0.146,0.163,50
Hechavarría, Adeiny,588751,ATL,SIFT,Sinker,2,1,32,14,11,0.4,0.4,0.473,10,18.2,25,0.38,0.442,0.394,37.5
Markakis, Nick,455976,ATL,FC,Cutter,2.5,1,45,8.2,11,0.375,0.5,0.468,23.5,27.3,21.4,0.314,0.374,0.413,20
Castro, Starlin,516770,WSH,CH,Changeup,-4.5,-2,39,14.9,11,0.182,0.273,0.259,19.2,27.3,18.8,0.146,0.244,0.23,50
Inciarte, Ender,542255,ATL,FC,Cutter,-4,-2,40,7.4,11,0.1,0.1,0.145,27.3,27.3,17.6,0.26,0.3,0.289,14.3
Kelly, Carson,608348,ARI,CUKC,Curveball,-2.9,-1,34,6.7,11,0.182,0.182,0.164,40,36.4,33.3,0.2,0.229,0.185,28.6
Walker, Christian,572233,ARI,FC,Cutter,6,3,55,5.7,11,0.4,1.2,0.655,42.9,27.3,16.7,0.303,0.76,0.459,57.1
Escobar, Eduardo,500871,ARI,FC,Cutter,0.8,0,43,5.3,11,0.4,0.7,0.423,19.2,9.1,7.1,0.252,0.353,0.242,30
Perez, Michael,605421,TB,CH,Changeup,-2.6,-1,47,12.8,11,0.091,0.182,0.114,27.8,36.4,36.4,0.13,0.167,0.132,14.3
Perez, Michael,605421,TB,SL,Slider,0.1,0,39,10.7,11,0.375,0.375,0.373,20,18.2,12.5,0.418,0.492,0.421,14.3
Perez, Michael,605421,TB,FS,Splitter,-5.7,-2,37,10.1,11,0,0,0.127,56.5,63.6,33.3,0.049,0.104,0.189,66.7
Pence, Hunter,452254,SF,SL,Slider,3.3,1,42,21.3,11,0.2,0.5,0.327,48.1,45.5,26.3,0.243,0.401,0.313,40
Perez, Salvador,521692,KC,FC,Cutter,-0.5,0,35,6.2,11,0.364,0.364,0.327,30.8,18.2,18.2,0.363,0.433,0.349,22.2
Garcia, Greg,594824,SD,SL,Slider,-5.2,-2,31,10.7,11,0.091,0.091,0.082,38.5,45.5,41.7,0.097,0.135,0.103,16.7
Castro, Jason,488771,SD,CH,Changeup,-1.5,-1,46,11.3,11,0.2,0.2,0.227,53.8,54.5,46.2,0.227,0.379,0.297,50
Thames, Eric,519346,WSH,SL,Slider,-0.9,-1,60,10.3,11,0.2,0.3,0.259,48.4,27.3,15.8,0.261,0.393,0.315,42.9
Lewis, Kyle,641786,SEA,FC,Cutter,-0.5,0,49,5,11,0.2,0.2,0.227,42.9,54.5,50,0.123,0.174,0.181,25
Strange-Gordon, Dee,543829,SEA,FC,Cutter,-3.6,-1,29,10.1,11,0.2,0.2,0.227,17.6,9.1,12.5,0.29,0.317,0.307,0
