last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Sanó, Miguel,593934,MIN,SIFT,Sinker,0.5,1,125,14.4,36,0.2,0.567,0.378,14,19.4,22.6,0.303,0.627,0.441,69.6
Ramírez, José,608070,CLE,SIFT,Sinker,3.7,6,172,15,36,0.355,0.806,0.564,14.3,16.7,20,0.315,0.695,0.46,48
Davis, Khris,501981,OAK,FF,4-Seamer,-0.3,0,144,36.2,36,0.241,0.448,0.371,31.2,27.8,21.3,0.233,0.434,0.361,36.8
Marte, Starling,516782,MIA,CH,Changeup,-1.1,-1,132,14,36,0.206,0.206,0.239,30.3,13.9,10.4,0.301,0.365,0.314,24.1
Villar, Jonathan,542340,TOR,CH,Changeup,-1.1,-2,143,17.8,36,0.25,0.313,0.328,37,16.7,13.3,0.261,0.32,0.285,33.3
Flores, Wilmer,527038,SF,SIFT,Sinker,3.1,4,135,15.1,36,0.4,0.686,0.469,8.2,2.8,3,0.312,0.435,0.33,35.3
Flores, Wilmer,527038,SF,SL,Slider,-1.3,-2,169,18.9,36,0.156,0.344,0.288,15.5,13.9,7.9,0.168,0.293,0.252,33.3
Gonzalez, Marwin,503556,MIN,CH,Changeup,1.1,1,129,16.1,36,0.324,0.618,0.415,26.7,13.9,16.1,0.254,0.48,0.33,27.6
Markakis, Nick,455976,ATL,SIFT,Sinker,-4.4,-5,104,18.9,36,0.206,0.353,0.263,7.1,22.2,38.1,0.231,0.317,0.263,42.3
Moncada, Yoán,660162,CWS,SIFT,Sinker,-0.2,0,171,17.4,36,0.313,0.375,0.347,25.8,25,23.7,0.266,0.341,0.314,43.5
Crawford, Brandon,543063,SF,SL,Slider,2.9,3,121,16.5,36,0.25,0.531,0.368,41.8,27.8,23.3,0.211,0.37,0.296,50
Seager, Kyle,572122,SEA,SIFT,Sinker,8.4,9,106,11,36,0.516,0.839,0.578,8.3,2.8,5.3,0.353,0.618,0.452,48.4
Canha, Mark,592192,OAK,SL,Slider,-1.2,-2,195,18.3,36,0.034,0.034,0.161,40.6,38.9,19.7,0.121,0.22,0.253,26.7
Báez, Javier,595879,CHC,CUKC,Curveball,-1.9,-2,96,10.6,36,0.147,0.265,0.254,46,38.9,31.1,0.191,0.345,0.254,35
Canó, Robinson,429664,NYM,CH,Changeup,-5.2,-4,83,13.7,36,0.206,0.294,0.243,33.9,19.4,35,0.222,0.32,0.26,51.9
Grossman, Robbie,543257,OAK,CH,Changeup,0.4,1,142,18.9,36,0.235,0.412,0.299,20.8,11.1,9.8,0.277,0.364,0.303,40
Tauchman, Mike,643565,NYY,FF,4-Seamer,-0.4,-1,193,41.2,36,0.172,0.241,0.281,33,30.6,22,0.187,0.259,0.291,27.8
Rosario, Amed,642708,NYM,FF,4-Seamer,2.9,5,164,31.4,36,0.371,0.6,0.475,19.5,16.7,13.6,0.353,0.636,0.426,44.8
Varsho, Daulton,662139,ARI,FF,4-Seamer,0.8,1,169,37.6,36,0.3,0.633,0.442,18.3,22.2,18.2,0.245,0.492,0.374,40.9
Schoop, Jonathan,570731,DET,SIFT,Sinker,3.4,3,102,16.3,35,0.455,0.697,0.509,10,8.6,21.4,0.381,0.556,0.42,40
Merrifield, Whit,593160,KC,SIFT,Sinker,-1.6,-2,126,12.7,35,0.281,0.438,0.369,10.3,2.9,5,0.328,0.482,0.378,29
Springer, George,543807,HOU,SIFT,Sinker,-0.6,-1,129,15.7,35,0.281,0.281,0.291,14.1,14.3,20.8,0.303,0.409,0.345,33.3
Simmons, Andrelton,592743,LAA,FF,4-Seamer,-2.1,-3,140,31.4,35,0.333,0.394,0.343,13,11.4,12.1,0.23,0.262,0.244,31
Machado, Manny,592518,SD,CH,Changeup,0.9,1,110,11.8,35,0.303,0.303,0.323,28.3,11.4,12.5,0.272,0.308,0.281,34.5
Harper, Bryce,547180,PHI,CH,Changeup,-1,-2,146,15,35,0.161,0.323,0.274,39.4,20,19.4,0.238,0.491,0.343,48
Bart, Joey,663698,SF,FF,4-Seamer,-1.6,-2,141,32.7,35,0.182,0.273,0.25,27.8,28.6,24.4,0.191,0.275,0.231,47.8
Torrens, Luis,620443,SEA,FF,4-Seamer,-0.5,-1,118,40.1,35,0.321,0.393,0.382,20,14.3,17.2,0.266,0.467,0.377,62.5
Plawecki, Kevin,608700,BOS,FF,4-Seamer,1.2,1,122,37.7,35,0.333,0.576,0.43,3.3,8.6,13.6,0.263,0.418,0.312,30
Peralta, David,444482,ARI,SL,Slider,-0.2,0,144,17.5,35,0.286,0.457,0.32,26.8,25.7,17.6,0.243,0.379,0.269,38.5
Judge, Aaron,592450,NYY,FF,4-Seamer,6.1,9,145,29.8,35,0.387,0.935,0.566,14.1,5.7,5.1,0.402,0.889,0.554,55.2
Crawford, J.P.,641487,SEA,SIFT,Sinker,0.4,1,148,15.8,35,0.29,0.355,0.331,17.5,14.3,18.5,0.229,0.311,0.29,50
Albies, Ozzie,645277,ATL,FF,4-Seamer,2.2,3,146,32.9,35,0.313,0.75,0.489,20.2,17.1,16.7,0.302,0.692,0.435,38.5
Story, Trevor,596115,COL,CH,Changeup,0.5,1,109,10.5,35,0.324,0.706,0.436,21.2,11.4,13.8,0.247,0.564,0.346,33.3
Lewis, Kyle,641786,SEA,CH,Changeup,0,0,144,14.7,35,0.276,0.517,0.399,60.6,42.9,32.6,0.224,0.413,0.344,21.4
Cruz, Nelson,443558,MIN,CH,Changeup,-0.9,-1,81,9.6,35,0.323,0.452,0.404,30.4,22.9,27.6,0.248,0.396,0.327,39.1
Piscotty, Stephen,572039,OAK,CH,Changeup,1.4,1,88,15,35,0.242,0.364,0.287,32.3,25.7,29,0.273,0.491,0.344,45.8
Pillar, Kevin,607680,COL,CH,Changeup,1.6,2,136,16.4,35,0.314,0.457,0.36,35.4,22.9,16.3,0.244,0.393,0.273,29.6
Walsh, Jared,665120,LAA,FF,4-Seamer,0.6,1,121,30.8,35,0.303,0.636,0.391,10.2,11.4,13.8,0.286,0.578,0.367,43.3
Slater, Austin,596103,SF,FF,4-Seamer,-0.3,0,173,40.1,35,0.222,0.481,0.387,27.1,25.7,20,0.277,0.573,0.431,61.1
Stassi, Max,545358,LAA,FF,4-Seamer,0.9,1,108,29.8,35,0.192,0.423,0.311,22.2,11.4,14.8,0.193,0.411,0.337,28
Mercado, Oscar,640458,CLE,FF,4-Seamer,-2.2,-2,107,29.2,35,0.2,0.333,0.31,18.5,11.4,15.4,0.175,0.325,0.268,44.4
Tucker, Kyle,663656,HOU,CH,Changeup,0.2,0,120,13.9,35,0.229,0.429,0.304,21.7,20,25.9,0.272,0.403,0.291,35.7
Gallo, Joey,608336,TEX,SL,Slider,-2.8,-4,142,14.9,35,0.156,0.281,0.256,40.7,42.9,31.3,0.116,0.247,0.2,23.5
Camargo, Johan,622666,ATL,FF,4-Seamer,-2.3,-4,166,31.3,35,0.182,0.394,0.267,33.7,37.1,23.6,0.147,0.269,0.206,30
Bregman, Alex,608324,HOU,SIFT,Sinker,1.3,2,133,18.1,35,0.25,0.607,0.424,4.1,0,0,0.258,0.523,0.402,35.7
Seager, Corey,608369,LAD,SL,Slider,-0.9,-1,136,16.9,35,0.167,0.4,0.307,32.4,22.9,18.2,0.267,0.526,0.366,47.8
Seager, Kyle,572122,SEA,CH,Changeup,1.4,2,175,18.2,35,0.296,0.407,0.397,25.4,14.3,11.6,0.362,0.501,0.449,31.8
Santander, Anthony,623993,BAL,SIFT,Sinker,3,3,97,16.5,35,0.333,0.5,0.433,11.1,5.7,13.3,0.414,0.588,0.47,50
Vázquez, Christian,543877,BOS,SIFT,Sinker,-1.1,-2,180,23.1,35,0.323,0.452,0.379,21.4,14.3,13.9,0.194,0.265,0.255,26.9
Pujols, Albert,405395,LAA,SIFT,Sinker,-2,-3,134,21.5,35,0.152,0.303,0.22,16.7,8.6,11.1,0.187,0.309,0.239,43.3
Lowe, Brandon,664040,TB,SL,Slider,-0.2,0,147,16.7,35,0.167,0.467,0.323,47.7,40,33.3,0.133,0.291,0.25,25
Fowler, Dexter,451594,STL,FF,4-Seamer,3.3,5,150,33.3,35,0.286,0.714,0.471,28.8,25.7,16.4,0.213,0.469,0.367,36.8
Strange-Gordon, Dee,543829,SEA,FF,4-Seamer,-1.7,-2,127,44.3,35,0.188,0.188,0.24,13.8,14.3,17.2,0.224,0.259,0.255,3.7
Smoak, Justin,475253,SF,FF,4-Seamer,-0.4,-1,183,33,35,0.179,0.429,0.341,25,22.9,19.5,0.235,0.481,0.378,40
Andrus, Elvis,462101,TEX,FF,4-Seamer,1.6,2,143,34.7,34,0.3,0.7,0.475,19.6,11.8,12.9,0.296,0.627,0.419,46.2
Romine, Austin,519222,DET,FF,4-Seamer,-1.3,-3,188,35.8,34,0.324,0.382,0.312,32.3,44.1,24.6,0.14,0.208,0.151,78.9
La Stella, Tommy,600303,OAK,CH,Changeup,4.9,6,122,13,34,0.3,0.5,0.363,13.5,2.9,2.9,0.276,0.422,0.331,26.7
Seager, Kyle,572122,SEA,SL,Slider,-1.1,-2,153,15.9,34,0.143,0.286,0.251,28.3,26.5,16.4,0.146,0.28,0.25,20
Crawford, Brandon,543063,SF,CH,Changeup,-1.7,-2,130,17.8,34,0.182,0.424,0.291,37.3,26.5,25.7,0.18,0.375,0.247,20.8
Reyes, Victor,622682,DET,CUKC,Curveball,-4.2,-5,120,14.8,34,0.118,0.235,0.149,26.2,26.5,22,0.247,0.365,0.263,36
Gordon, Alex,460086,KC,SL,Slider,-2.9,-3,105,14.9,34,0.133,0.167,0.251,32.7,29.4,27.8,0.178,0.252,0.246,25
Freeman, Freddie,518692,ATL,CH,Changeup,1.1,2,148,14.5,34,0.2,0.36,0.36,31.3,20.6,17.5,0.254,0.443,0.403,27.8
Springer, George,543807,HOU,SL,Slider,1.5,3,167,20.3,34,0.226,0.484,0.332,32.9,29.4,16.4,0.249,0.516,0.353,47.6
Frazier, Adam,624428,PIT,CH,Changeup,1.2,1,100,11.3,34,0.313,0.375,0.326,18.6,14.7,20,0.238,0.292,0.259,14.8
Reddick, Josh,502210,HOU,SIFT,Sinker,2.2,3,137,16.4,34,0.4,0.667,0.484,6.1,5.9,12.5,0.332,0.552,0.411,53.6
Alonso, Pete,624413,NYM,CUKC,Curveball,-1.2,-2,129,13.9,34,0.156,0.281,0.196,38.5,44.1,31.3,0.138,0.271,0.182,27.8
Rosario, Eddie,592696,MIN,SIFT,Sinker,1.7,2,126,15.2,34,0.276,0.517,0.416,5.7,0,0,0.337,0.645,0.45,44.8
Hays, Austin,669720,BAL,SIFT,Sinker,-1.3,-1,101,18.8,34,0.303,0.303,0.312,13.8,14.7,19.2,0.251,0.304,0.259,35.7
Gallo, Joey,608336,TEX,CH,Changeup,-1,-1,116,12.1,34,0.219,0.375,0.306,38.3,35.3,29.3,0.187,0.326,0.247,20
Harper, Bryce,547180,PHI,SL,Slider,-0.5,-1,157,16.1,34,0.172,0.241,0.256,31.9,20.6,13.2,0.279,0.549,0.4,40.9
Conforto, Michael,624424,NYM,CH,Changeup,3.8,5,132,14.2,34,0.323,0.484,0.379,33.3,32.4,25,0.243,0.354,0.298,20
Lamb, Jake,571875,OAK,FF,4-Seamer,-0.7,-1,169,39.2,34,0.219,0.375,0.279,15.8,17.6,12,0.298,0.538,0.372,61.5
Devers, Rafael,646240,BOS,CH,Changeup,3.1,3,100,10.2,34,0.364,0.636,0.434,19.7,11.8,11.8,0.357,0.662,0.437,41.4
Guerrero Jr., Vladimir,665489,TOR,SL,Slider,0.5,1,136,15,34,0.333,0.576,0.397,31.3,14.7,13.2,0.279,0.442,0.321,42.9
Dahl, David,621311,COL,FF,4-Seamer,0,0,138,35.2,34,0.226,0.387,0.325,31.6,32.4,25.6,0.168,0.265,0.229,25
Madrigal, Nick,663611,CWS,FF,4-Seamer,1.7,2,144,34,34,0.484,0.581,0.49,7.9,11.8,12.1,0.396,0.474,0.409,29.6
Akiyama, Shogo,673451,CIN,SIFT,Sinker,-0.8,-1,149,18.1,34,0.222,0.333,0.334,7.8,8.8,8.8,0.265,0.353,0.357,25
Reynolds, Bryan,668804,PIT,CH,Changeup,1.4,2,144,16.7,34,0.219,0.406,0.29,23.8,20.6,18.9,0.241,0.345,0.28,28
Jones, JaCoby,592444,DET,SL,Slider,-0.1,0,111,24.2,34,0.219,0.281,0.274,35.2,29.4,24.4,0.201,0.278,0.239,22.7
Donaldson, Josh,518626,MIN,FF,4-Seamer,1.6,3,155,34.5,34,0.227,0.545,0.434,38.2,26.5,19.1,0.218,0.541,0.438,71.4
Pollock, AJ,572041,LAD,SIFT,Sinker,1.6,2,105,14.1,34,0.29,0.71,0.419,13,20.6,25.9,0.292,0.567,0.397,44
Gonzalez, Marwin,503556,MIN,SIFT,Sinker,-6,-6,102,12.7,34,0.065,0.065,0.115,13,23.5,33.3,0.159,0.306,0.24,30.4
Yastrzemski, Mike,573262,SF,SIFT,Sinker,0,0,122,13,34,0.241,0.345,0.347,20,14.7,17.9,0.33,0.526,0.415,41.7
Voit, Luke,572228,NYY,CUKC,Curveball,-0.8,-1,143,15.7,34,0.226,0.323,0.306,35.4,29.4,19.6,0.234,0.4,0.304,33.3
Ahmed, Nick,605113,ARI,CH,Changeup,1.2,1,94,11.3,34,0.281,0.469,0.343,32.7,20.6,25,0.293,0.493,0.356,40
Voit, Luke,572228,NYY,SIFT,Sinker,1.8,2,127,14,34,0.333,0.467,0.39,19.3,20.6,29.2,0.25,0.388,0.325,30.4
Heyward, Jason,518792,CHC,SIFT,Sinker,-2.7,-4,132,16.3,34,0.2,0.2,0.297,16.7,20.6,22.6,0.214,0.274,0.325,47.4
Crawford, J.P.,641487,SEA,CH,Changeup,0.2,0,136,14.5,33,0.258,0.323,0.261,17.5,9.1,10,0.256,0.327,0.287,34.5
Canó, Robinson,429664,NYM,SIFT,Sinker,1.6,2,98,16.2,33,0.286,0.5,0.418,6.8,0,0,0.278,0.393,0.353,35.7
Marte, Ketel,606466,ARI,SIFT,Sinker,0.2,0,102,14.7,33,0.29,0.387,0.353,14,9.1,15.8,0.279,0.479,0.346,41.4
Peralta, David,444482,ARI,CH,Changeup,-0.4,0,95,11.6,33,0.281,0.438,0.3,32.7,27.3,32.1,0.238,0.345,0.245,33.3
Rosario, Eddie,592696,MIN,CUKC,Curveball,0.3,0,103,12.4,33,0.281,0.406,0.317,31.1,24.2,25,0.224,0.326,0.242,40
Taveras, Leody,665750,TEX,CH,Changeup,-3.4,-3,94,17.9,33,0.161,0.226,0.2,26.5,30.3,27.8,0.207,0.243,0.229,19
Núñez, Renato,600524,BAL,SL,Slider,-3.7,-7,187,20.9,33,0.125,0.219,0.164,35.6,33.3,15.9,0.135,0.263,0.184,23.8
Molina, Yadier,425877,STL,SL,Slider,-1.1,-2,137,24.6,33,0.2,0.333,0.236,33.8,15.2,12.8,0.179,0.295,0.216,25.9
Candelario, Jeimer,600869,DET,SL,Slider,-0.2,0,130,15.4,33,0.2,0.5,0.327,46,42.4,31.1,0.177,0.377,0.274,43.8
Devers, Rafael,646240,BOS,SL,Slider,2.9,4,125,12.8,33,0.29,0.548,0.374,38.7,24.2,17.4,0.325,0.525,0.383,56.5
Gallo, Joey,608336,TEX,SIFT,Sinker,2.7,4,147,15.4,33,0.222,0.704,0.435,24.6,30.3,29.4,0.267,0.781,0.477,70.6
Olson, Matt,621566,OAK,SL,Slider,-0.4,-1,162,16.2,33,0.156,0.375,0.235,27.9,42.4,20.3,0.134,0.331,0.206,38.9
Bryant, Kris,592178,CHC,SL,Slider,-1.1,-1,138,23,33,0.133,0.233,0.233,34.8,30.3,18.9,0.143,0.227,0.206,10
Brinson, Lewis,621446,MIA,SL,Slider,-2.1,-2,109,25.4,33,0.212,0.303,0.223,49.2,39.4,33.3,0.193,0.264,0.198,25
Taylor, Chris,621035,LAD,SIFT,Sinker,1.8,2,119,13.9,33,0.321,0.536,0.418,22.8,21.2,21.2,0.316,0.47,0.393,47.6
Betts, Mookie,605141,LAD,SL,Slider,2.9,5,161,17.3,33,0.32,0.56,0.433,17.6,9.1,8.3,0.273,0.502,0.399,21.7
Bellinger, Cody,641355,LAD,SL,Slider,1,1,126,13,33,0.222,0.593,0.402,31.3,21.2,16.7,0.212,0.432,0.347,35
Myers, Wil,571976,SD,SIFT,Sinker,0.3,0,133,15.8,33,0.281,0.406,0.309,13.5,12.1,16,0.287,0.379,0.303,35.7
Realmuto, J.T.,592663,PHI,SL,Slider,-0.1,0,152,20.5,33,0.242,0.394,0.273,35.3,36.4,25,0.175,0.327,0.211,28.6
Hernandez, Cesar,514917,CLE,CH,Changeup,1.4,2,132,12.3,33,0.4,0.433,0.402,33.8,21.2,15.9,0.305,0.36,0.33,30.4
Castro, Jason,488771,SD,FF,4-Seamer,-0.9,-1,154,37.9,33,0.207,0.483,0.335,24.6,27.3,21.4,0.252,0.629,0.4,65
Reddick, Josh,502210,HOU,CH,Changeup,-1.7,-2,120,14.4,33,0.267,0.3,0.271,26.8,9.1,8.6,0.311,0.412,0.339,14.3
Robles, Victor,645302,WSH,SIFT,Sinker,-0.1,0,118,15.6,33,0.214,0.429,0.314,15.9,21.2,23.3,0.178,0.22,0.24,22.7
Grisham, Trent,663757,SD,SIFT,Sinker,2.8,5,167,15.9,33,0.385,0.808,0.521,13.8,6.1,5.6,0.429,0.885,0.568,44
Blackmon, Charlie,453568,COL,CH,Changeup,-4.6,-5,106,11.7,33,0.129,0.129,0.152,27.9,12.1,13.3,0.186,0.217,0.207,25.9
Lopez, Nicky,670032,KC,SL,Slider,-0.2,0,125,16.7,33,0.161,0.29,0.223,32,33.3,26.2,0.214,0.301,0.253,30
Jansen, Danny,643376,TOR,SIFT,Sinker,2.6,3,118,20.7,33,0.25,0.5,0.413,17,15.2,25,0.328,0.574,0.466,40
Bell, Josh,605137,PIT,SIFT,Sinker,-0.2,0,121,14.1,33,0.345,0.483,0.402,18.6,12.1,26.7,0.346,0.51,0.408,68
Guerrero Jr., Vladimir,665489,TOR,CH,Changeup,-2.3,-3,116,12.8,33,0.129,0.161,0.162,44.4,30.3,28.6,0.167,0.226,0.203,23.8
Bryant, Kris,592178,CHC,SIFT,Sinker,-1.1,-1,122,20.3,32,0.233,0.433,0.336,8.6,21.9,17.5,0.276,0.497,0.349,52.2
Brinson, Lewis,621446,MIA,FF,4-Seamer,-2.9,-3,118,27.5,32,0.179,0.321,0.273,33.3,31.3,23.3,0.218,0.339,0.295,50
Soler, Jorge,624585,KC,SIFT,Sinker,-0.3,0,136,18.4,32,0.2,0.24,0.333,16.3,15.6,13.9,0.269,0.411,0.383,35
Vogt, Stephen,519390,ARI,FF,4-Seamer,-0.9,-1,121,39.5,32,0.192,0.346,0.295,14.3,18.8,17.6,0.187,0.38,0.305,52.4
Chapman, Matt,656305,OAK,SIFT,Sinker,-4.4,-5,108,16.5,32,0.138,0.172,0.167,20,28.1,26.5,0.226,0.29,0.26,42.9
Gyorko, Jedd,576397,MIL,FF,4-Seamer,2.3,4,162,28.6,32,0.391,0.826,0.542,12.5,15.6,10,0.344,0.737,0.503,52.6
Lowe, Brandon,664040,TB,SIFT,Sinker,-0.1,0,130,14.7,32,0.36,0.4,0.395,28.1,12.5,16,0.311,0.527,0.416,50
Yastrzemski, Mike,573262,SF,CH,Changeup,9.1,10,111,11.8,32,0.5,0.9,0.6,20,12.5,13.8,0.389,0.852,0.525,46.2
Edman, Tommy,669242,STL,SIFT,Sinker,0.1,0,147,16.8,32,0.321,0.321,0.369,9.4,15.6,15.6,0.328,0.391,0.362,34.8
Ford, Mike,645801,NYY,FF,4-Seamer,-2.5,-4,146,41,32,0.115,0.231,0.25,12.7,9.4,8.1,0.27,0.445,0.378,47.8
Stallings, Jacob,607732,PIT,SIFT,Sinker,-1.1,-1,114,18.4,32,0.29,0.516,0.383,13,34.4,36.7,0.203,0.377,0.257,50
Moran, Colin,592567,PIT,SL,Slider,-0.5,-1,121,15,32,0.241,0.621,0.388,35.3,34.4,22.4,0.279,0.618,0.403,44.4
Buxton, Byron,621439,MIN,SL,Slider,8.9,8,89,20.1,32,0.406,1.094,0.645,20.7,12.5,15.4,0.348,0.916,0.519,60.7
Araúz, Jonathan,660620,BOS,FF,4-Seamer,-2.9,-4,133,39.7,32,0.207,0.207,0.234,20,28.1,20,0.278,0.33,0.307,20
Candelario, Jeimer,600869,DET,CH,Changeup,0.1,0,137,16.2,32,0.333,0.6,0.414,25.8,12.5,10,0.391,0.628,0.447,57.7
Rizzo, Anthony,519203,CHC,CH,Changeup,2.8,3,117,11.9,32,0.267,0.5,0.383,16.1,9.4,8.3,0.288,0.436,0.362,25
Belt, Brandon,474832,SF,CH,Changeup,2.5,2,93,13.6,32,0.31,0.724,0.455,38.3,21.9,29.2,0.327,0.751,0.469,50
Aguilar, Jesús,542583,MIA,SIFT,Sinker,-0.8,-1,138,15.6,32,0.214,0.25,0.267,22.2,25,25.8,0.26,0.323,0.309,40
Altuve, Jose,514888,HOU,SIFT,Sinker,-2.4,-3,119,15.6,32,0.241,0.345,0.295,15.8,21.9,26.9,0.251,0.348,0.302,36.4
Tellez, Rowdy,642133,TOR,FF,4-Seamer,0.6,1,125,28.3,32,0.2,0.533,0.355,13.6,21.9,14.9,0.233,0.603,0.364,52.2
Verdugo, Alex,657077,BOS,SL,Slider,-1,-1,113,12.2,32,0.194,0.355,0.247,19.6,34.4,18.3,0.195,0.324,0.237,30
Hedges, Austin,595978,CLE,FF,4-Seamer,-1.2,-2,121,36.1,32,0.095,0.238,0.269,17.8,18.8,20,0.163,0.279,0.318,36.8
Margot, Manuel,622534,TB,SIFT,Sinker,-2.8,-3,117,20.1,32,0.3,0.367,0.347,5.8,0,0,0.222,0.273,0.249,23.3
Santander, Anthony,623993,BAL,CH,Changeup,0.2,0,109,18.5,32,0.2,0.467,0.303,27.1,12.5,13.3,0.305,0.575,0.39,23.1
Gonzalez, Marwin,503556,MIN,SL,Slider,-1.5,-2,137,17.1,32,0.167,0.167,0.184,27.6,21.9,17.9,0.259,0.35,0.292,30.4
Trevino, Jose,624431,TEX,FF,4-Seamer,1.2,1,101,32.5,32,0.333,0.567,0.381,4.3,9.4,12.5,0.285,0.584,0.38,39.3
Taveras, Leody,665750,TEX,FF,4-Seamer,0.6,1,170,32.4,32,0.321,0.643,0.442,20.6,31.3,21.3,0.289,0.527,0.389,66.7
Pham, Tommy,502054,SD,SIFT,Sinker,-3.9,-4,105,21,32,0.233,0.233,0.241,14,18.8,30,0.223,0.27,0.248,45.8
Severino, Pedro,600474,BAL,SL,Slider,-1.7,-3,156,21.1,32,0.172,0.241,0.228,45.2,31.3,20.4,0.205,0.301,0.263,15.8
Smith, Dominic,642086,NYM,SL,Slider,1.2,1,119,15.7,32,0.321,0.5,0.397,32.7,25,21.6,0.276,0.373,0.333,20
Rosario, Amed,642708,NYM,CH,Changeup,-4.4,-3,77,14.7,32,0.226,0.323,0.253,24.1,18.8,27.3,0.191,0.215,0.199,8
McCann, James,543510,CWS,FF,4-Seamer,0.2,0,162,35.9,32,0.208,0.333,0.356,27.9,25,19,0.257,0.438,0.376,52.9
Ruf, Darin,573131,SF,FF,4-Seamer,0.2,0,150,35.8,32,0.192,0.462,0.38,20.8,21.9,18.4,0.254,0.541,0.399,57.9
Straw, Myles,664702,HOU,FF,4-Seamer,-1.9,-2,131,37.2,32,0.194,0.226,0.202,18.3,21.9,16.3,0.219,0.353,0.257,20.8
Rizzo, Anthony,519203,CHC,CUKC,Curveball,1.4,2,117,11.9,32,0.25,0.5,0.392,18.2,15.6,13.9,0.236,0.371,0.317,26.1
Díaz, Yandy,650490,TB,SIFT,Sinker,2.8,3,107,18.7,32,0.333,0.417,0.45,6.7,12.5,17.4,0.213,0.28,0.339,30
McNeil, Jeff,643446,NYM,SIFT,Sinker,4.1,5,113,14.1,32,0.4,0.533,0.427,4.5,9.4,8.6,0.358,0.5,0.394,33.3
Kingery, Scott,664068,PHI,FF,4-Seamer,-2.4,-3,146,31.2,32,0.143,0.357,0.267,32.5,21.9,14.3,0.231,0.596,0.385,42.9
Tucker, Cole,657061,PIT,FF,4-Seamer,-0.2,0,137,32,32,0.194,0.355,0.303,32.8,34.4,28.2,0.154,0.248,0.187,40
Rosario, Amed,642708,NYM,SL,Slider,1,1,104,19.9,32,0.281,0.469,0.342,20.4,21.9,21.9,0.221,0.296,0.249,36
Villar, Jonathan,542340,TOR,SL,Slider,-1.5,-2,136,16.9,32,0.179,0.214,0.239,43.2,46.9,25.9,0.098,0.107,0.169,23.1
Lopez, Nicky,670032,KC,SIFT,Sinker,-2.3,-3,139,18.6,32,0.259,0.333,0.316,14.3,9.4,11.1,0.271,0.344,0.326,36
Stewart, Christin,621514,DET,FF,4-Seamer,-0.4,0,119,30.7,32,0.226,0.548,0.333,30.3,37.5,28.6,0.232,0.556,0.337,52.6
Lowe, Nate,663993,TB,FF,4-Seamer,-2.1,-3,129,43.7,31,0.111,0.222,0.213,48.9,58.1,48.6,0.143,0.237,0.232,44.4
Edman, Tommy,669242,STL,SL,Slider,0.9,1,99,11.3,31,0.231,0.269,0.276,26,32.3,25.6,0.255,0.32,0.309,47.1
Soto, Juan,665742,WSH,SIFT,Sinker,2.6,4,142,17.2,31,0.333,0.741,0.479,12,12.9,14.8,0.385,0.787,0.518,39.1
Lopez, Nicky,670032,KC,CH,Changeup,-3.4,-4,106,14.2,31,0.138,0.172,0.155,24.5,29,24.3,0.215,0.285,0.234,14.3
Santana, Domingo,570267,CLE,FF,4-Seamer,0.3,0,113,34.2,31,0.13,0.217,0.29,31.4,29,25.7,0.191,0.338,0.346,57.1
Grisham, Trent,663757,SD,FC,Cutter,-0.1,0,88,8.4,31,0.231,0.423,0.374,35.1,35.5,39.3,0.259,0.542,0.395,53.3
Blackmon, Charlie,453568,COL,SIFT,Sinker,1.7,2,140,15.5,31,0.321,0.571,0.439,15.3,9.7,12,0.335,0.544,0.409,36
Hampson, Garrett,641658,COL,SIFT,Sinker,-4.4,-5,118,15.3,31,0.143,0.143,0.143,12.1,12.9,16,0.217,0.285,0.243,15.4
Ozuna, Marcell,542303,ATL,CH,Changeup,2.2,3,142,13.2,31,0.333,0.593,0.434,40.3,35.5,23.4,0.266,0.575,0.394,50
Jones, JaCoby,592444,DET,FF,4-Seamer,2.3,3,147,32.1,31,0.375,0.75,0.524,33.3,29,26.5,0.264,0.537,0.417,66.7
Happ, Ian,664023,CHC,CH,Changeup,-0.7,-1,151,16,31,0.143,0.143,0.242,52.5,29,26.5,0.204,0.228,0.243,21.1
Semien, Marcus,543760,OAK,SL,Slider,-2,-3,170,17.3,31,0.037,0.148,0.155,41.1,25.8,16.3,0.109,0.173,0.196,10.5
Smith, Dominic,642086,NYM,SIFT,Sinker,-1.5,-2,140,18.5,31,0.231,0.385,0.332,7.8,3.2,5,0.287,0.504,0.393,48
Bellinger, Cody,641355,LAD,SIFT,Sinker,-0.9,-1,142,14.7,31,0.16,0.2,0.263,4,12.9,14.8,0.278,0.433,0.379,47.6
Moore, Dylan,664238,SEA,SL,Slider,-1.7,-3,157,23.9,31,0.133,0.133,0.168,41.3,48.4,27.8,0.135,0.171,0.153,20
Zunino, Mike,572287,TB,FF,4-Seamer,-2.7,-5,172,45,31,0.071,0.214,0.173,37.7,45.2,25,0.106,0.3,0.219,42.9
Chisholm Jr., Jazz,665862,MIA,FF,4-Seamer,-2.9,-3,91,34.6,31,0.138,0.414,0.255,18.9,25.8,28.6,0.168,0.403,0.266,42.9
Ohtani, Shohei,660271,LAA,SL,Slider,-3.2,-4,116,15.7,31,0.172,0.207,0.202,32.6,32.3,22.7,0.176,0.222,0.207,26.3
